A,A,A,B,B,B,C1,C2,D,AC,AC,BC,BC
x,y,z,x,y,z,AxB,A_B,id,r,s,r,s
0.4994068202199658,-0.3260293695537413,-0.41560368468472175,0.3712613656521162,0.9486814113479803,0.4220564725902416,-0.2992957695118308,0.0,2.0,0.1984914313409445,-0.6680887860848521,-0.002008140920908993,-0.08025673474809718
0.4580837962949565,0.09360417921795387,0.49369561140393087,-0.9894098199290657,-0.9727406472124752,0.9832737437381317,-0.05884726418665172,0.0,1.0,0.4729716073954213,-0.10654565579814854,1.3982032025634967,0.4321609408730049
0.16608841885276415,-0.05950402806103675,-0.19717510062589105,0.6501305877119472,-0.43309737702787265,0.7885076085400285,-0.021723867221437272,0.0,1.0,0.033639509482063255,-0.2528739656124993,0.5863030859918099,-0.8615294252592927
-0.2828813098125019,-0.25514243791271013,0.4376239048898686,-0.9941878781271177,0.024506768922070436,0.9409739141022363,0.686777131085095,0.0,2.0,0.40612700705134736,0.4569159007607905,1.11804191213857,0.765948865516689
0.43558589804698966,0.09259424635218756,-0.4324391004612442,0.962934915464541,0.04596887918221601,0.1925979251958503,0.3404104501145607,0.0,2.0,-0.12126480917577227,-0.5965727737460156,-0.17444743612778105,-0.8641299470535054
-0.26985734305315934,-0.3077917636056332,-0.13194850790524304,-0.30962248066787224,0.08592020917784998,-0.23283372084419016,0.0878304293257616,0.0,0.0,0.08597087012108572,0.12974393425854736,-0.1866841501330959,0.4146950062320275
-0.114607123526284,0.4978101064894479,-0.4930549600221877,-0.6009878065186722,0.9999993985717985,-0.15189894392445455,0.6415818185959713,0.0,1.0,-0.636489831189078,-0.1448219847317168,-0.2455452521634484,0.9584814093484588
-0.09779064217595915,-0.317786055559413,-0.4526902010208287,0.7792147925165258,-0.9076716291512482,-0.7314611877198278,0.5433707839257866,0.0,2.0,-0.04782804816896877,-0.19042816672421908,-0.7367830547535817,-0.7967009383795944
0.3963966133624227,-0.43990384428635787,-0.27312160754887765,0.011951266310889035,0.6044631849687758,-0.9971926189951219,0.011186613829511693,0.0,1.0,0.32906112186753445,-0.5115229180441154,-1.1147778189165054,0.4539250368441732
0.283439279295861,0.12187264679693369,-0.47403943921370684,-0.788644762624414,-0.857453156402614,0.8100315101885868,-0.7120198716491206,0.0,2.0,-0.2229487043002131,-0.49074874676426555,1.1492957946380546,0.3225626248172014
0.49791119539558615,0.23139991013478722,0.2002422095561575,0.59651694841313,0.6390108523826769,-0.9771142248589189,0.24922000930011187,0.0,1.0,0.20744066125762958,-0.29182554378250436,-1.2834364481746738,-0.07777995627493121
-0.17644120223101611,0.4280651056312249,-0.49685529672543044,-0.9798416321410403,-0.9285340270745417,0.2882565314676808,-0.36781036528630207,0.0,0.0,-0.6137568136466732,-0.09999729809059264,0.7447668248577437,0.5911783518800643
-0.4688798910273306,-0.49996981555671005,0.26753301543875646,-0.9919261647129928,-0.906594393502882,-0.8187505681143271,0.6993212553423483,0.0,2.0,0.3979152180995098,0.5022926869634645,-0.2758608772683099,0.8540664388873284
-0.47574130891477,0.13307465454217157,-0.3701341569444291,0.5962193454013723,-0.6819465230796455,-0.6690892216439679,-0.12674319478282076,0.0,1.0,-0.4408761866637788,0.1994881277770182,-0.6783505498488012,-0.5695204156008291
-0.28173580760514905,0.3410596681432765,0.02194925099701272,0.9959153073810845,-0.058020143136205696,0.7804263245938323,-0.28324356091181363,0.0,2.0,-0.2639513508273234,0.26694723560767175,0.3818622470324491,-1.05782222228118
-0.4908885388301871,-0.07920932067411673,-0.48920729952321157,0.8243248885708647,-0.16002690696065242,0.8321812799276778,-0.7990851741491642,0.0,1.0,-0.3768533583869498,0.13270753206596944,0.506790240462583,-0.9439738125593006
0.36380076713763543,0.4888429609500769,-0.41924405563905975,0.7351817295182864,0.6330676626720582,-0.418513601443149,0.7523896874958145,0.0,2.0,-0.40961214508664523,-0.5034023939451264,-0.8102038997759112,-0.3308758066277071
0.4067655910758627,0.4071373219314441,-0.4376988538658482,-0.6579843294436202,-0.6908480400036762,-0.6320135587013218,-0.2722837952822286,0.0,1.0,-0.34988113430095424,-0.5547169522216467,-0.2585793114946187,0.5744807630240814
0.020221169830364958,0.34651366385388543,-0.47767001216720156,0.9960344006964853,0.3850811065799256,0.6371105005867135,-0.15075173467181935,0.0,2.0,-0.4743864445045093,-0.2586627681655826,0.14207455066252725,-0.8840500446190023
0.25881269736144485,0.0991286789756366,-0.38134666118759825,-0.8697620548070093,0.954667650183988,0.6427315904360401,-0.3755740664962998,0.0,1.0,-0.157648572049157,-0.42081951988723154,0.5791107145998938,1.0157969223711043
0.4824697335735997,-0.49828139915590514,-0.28955437142297413,-0.2587737452777122,-0.19365499860469598,-0.7748527082236262,0.1960061725933837,0.0,0.0,0.38982037675418185,-0.5960997290962787,-0.6331154807427315,0.397964979336297
-0.2558874159066824,-0.37820044949969184,-0.44093654937064325,0.674730840927719,-0.4924847525077093,0.8947026796453849,-0.38090428882288063,0.0,0.0,-0.05662255407819067,-0.056254515325828695,0.6909846964324251,-0.9267193023062275
-0.4990647540176504,0.48805976197861123,0.47688339641241156,-0.9884813946791534,-0.8188763641971671,0.999542776685164,0.5703209748917093,0.0,0.0,-0.1551591476160765,0.70756517105118,1.3754509845349132,0.47708756537263775
-0.22674583043189092,-0.3014518626515453,0.09507665650121015,0.9806931043732555,-0.9837073360785011,-0.9119986124761053,-0.012537442393060039,0.0,2.0,0.24115016416197815,0.21894751335120424,-0.9460640670942766,-0.9667428756275053
0.38444166936636165,-0.1759064144704512,0.016345369752033233,-0.014616347696295936,-0.3336498427216853,-0.545591133330442,0.04415412560568151,0.0,0.0,0.3278176467027144,-0.3251629716694905,-0.46266711849012426,0.07750085131364719
0.2319358796011915,0.11205239568451768,-0.08586075602634857,-0.9998418429728267,-0.08153255670362944,0.9007348805737229,-0.31837289344226705,0.0,1.0,0.010953265008673765,-0.23527526278168026,1.1085364789638195,0.7460210688083314
-0.3479936302052685,0.43641795125843663,-0.27058526891499485,0.364059838186298,0.9314539612605457,-0.6423078827803281,0.45361177595082613,0.0,2.0,-0.5385015383577095,0.16774730934469745,-0.9753452995097768,0.15613814459407946
0.459044802119987,-0.36131976393937765,0.010381990666488965,0.10435134117020846,0.9995661702386692,0.8483196248046848,-0.30445382548706845,0.0,0.0,0.47779130061791897,-0.40280921277257153,0.45958633837071644,0.08765203440565612
-0.4950472749509264,-0.4945995567501912,-0.2690496672159205,-0.12837730351919874,-0.9404005643378197,0.27849076511490617,0.45374668888496994,0.0,2.0,0.04478418884448651,0.22971398096531687,0.4783270058708219,-0.1946237078656144
-0.4405359692679624,0.12289349947546184,-0.3248541434940154,0.9985021845064163,-0.005872187392927122,-0.9833560395738709,-0.12115049734056747,0.0,0.0,-0.39243291915839434,0.19436071593115067,-1.2551544560402408,-0.6535627200438499
-0.27151920820610354,0.23942351094393072,0.4005719751070587,0.5516598217985736,0.5495749858422516,-0.8647510194721847,-0.3646000892223716,0.0,0.0,0.049044791705941566,0.45970377652686784,-1.14452784032138,-0.09001004218984854
0.025269235180197757,0.49086476796503603,-0.3618754953649474,0.2859625369342229,-0.8017891429472135,-0.6532114512693972,-0.1499627695049829,0.0,2.0,-0.4977678081069172,-0.1897485781305984,-0.5397087493911705,-0.3257605190773827
-0.49850386956093706,-0.49526933549720975,0.287017469549113,0.7728090167064433,0.7206666099264804,0.7980914861759633,-0.5131061594421438,0.0,2.0,0.39627551508477515,0.5379827655495094,0.27684047980830384,-0.6063622980594496
0.350324928865615,-0.26083942967643614,-0.4975983208368923,0.37009175985063636,-0.6460197236772753,0.17345548157092197,0.21184862935748852,0.0,2.0,0.04780662119730681,-0.5846378533995022,0.1575955865149367,-0.535994718783881
0.04602759468521406,-0.42985045255598714,0.49303361342782653,-0.849784960996556,-0.02521777568344901,-0.9773720287682299,-0.51015094847124,0.0,1.0,0.6801605627076595,0.20183985447936056,-0.6798177758592013,1.041078769129105
-0.4825668454082092,0.3512274599544068,-0.4522115802356008,0.7994036749480227,-0.9757460359217666,-0.11137701566354306,-0.6781085351296441,0.0,1.0,-0.6443351478981968,0.17447290221004103,-0.15561139085243503,-0.9742177533301911
0.12119168171463644,0.027920402279011033,0.19452143108380265,0.7283276848012373,-0.9954158624810945,0.7060695026906469,0.1978204957530222,0.0,2.0,0.20576426161226918,0.005439109770446159,0.623354399236124,-1.0957800062143277
-0.08748137166393943,0.3784116409815503,0.4043715043302856,0.9953056768509779,-0.9277430403528021,-0.09747105335541441,-0.47755398861893206,0.0,0.0,0.023469109554282164,0.317643242333259,-0.21439072463847378,-1.142301892268508
-0.14286084199805604,-0.10025889358452604,-0.1952537915267027,0.9986494420735217,-0.9637353992332764,0.9017982576314529,-0.22212438431485787,0.0,2.0,-0.04967316027309983,0.0028608701734371437,0.713158289142261,-1.377833195160095
0.31407775498544077,0.41061623102022937,0.34089994928560635,-0.9101551188498178,0.34837703383328755,-0.8111341523541555,-0.4193258032115812,0.0,1.0,0.10730742482146614,-0.04961073960228131,-0.5992563261553747,1.179821486105769
-0.37005872027870534,0.4543262002548837,-0.22467800838735205,-0.781410479372352,0.8353484518458082,0.8493250342518217,0.4778637928555891,0.0,2.0,-0.5296718623292345,0.2125246546131694,0.7713000716769705,0.8504678564483972
-0.4869569843460169,0.17511570478952065,-0.4887735992280899,-0.057854472717189624,-0.14691323649114268,0.003884170238796981,0.0005473447466041656,0.0,2.0,-0.5488280611092193,0.14643717764692848,0.010893469806742623,0.055779835936279214
-0.49702898761919223,0.35334232990269715,0.01564944180047652,-0.5047919265303829,0.2706911844323653,0.8530706967803592,0.3598929542141467,0.0,2.0,-0.35463021293128444,0.44364393535054425,0.8275833152775249,0.41367924109321963
0.25663529800937385,-0.4217322431638567,-0.4801293590968277,-0.8023310135771756,0.8121175336284365,0.9823968037349294,-1.0200801556973844,1.0,2.0,0.13467419823971027,-0.5076026008994582,0.9058405497199281,0.8328620631367076
-0.4943448284251531,-0.11544704355341576,-0.44237313823106206,0.7972799093115306,0.997685337944946,-0.9089915596932775,-0.10719757375070176,0.0,0.0,-0.32369218398632765,0.1589225611215209,-1.3694000519198595,-0.1626253635327718
0.38602797478545653,0.4052009070973974,0.3945583633154464,-0.3124987457559641,0.5610598259116957,0.5492769724956866,0.3234305157229185,0.0,2.0,0.17116786507455145,-0.08043178044590377,0.41848852731739494,0.39693018454639833
-0.17907195578754995,-0.4420275552402845,0.49813226118873327,-0.3112912638988851,0.25648567974427766,-0.771647488408655,-0.4420127107671641,0.0,2.0,0.6098402610831919,0.3913539818591289,-0.7236519967507786,0.5900813870949594
-0.3598571393563381,0.3818515054464649,-0.4376795460486181,-0.884060666422269,-0.2876164498838956,-0.8295030051787837,0.5713652668094569,0.0,2.0,-0.611413570926341,0.08225210896949216,-0.4693704181547718,0.955747521913126
0.49974781175936783,0.015730308658264486,-0.41237898559334457,0.980716716105507,-0.9459780604867835,-0.14576644679626752,0.5353415254175478,0.0,2.0,-0.03273029994947601,-0.6440708514784925,-0.24994768636394757,-1.124041918258476
-0.0850539564189587,-0.08483246938110701,0.4613561897862969,-0.15219630086390287,-0.7624749648544838,0.7859469653108127,0.44022902894058313,0.0,2.0,0.3768048531119121,0.31638165032212556,0.9094163773409908,-0.227767462563428
0.3789504142452839,-0.3912293400644876,-0.08632590529047865,-0.3390216929263732,0.7858830432127513,0.9463713246263024,-0.5176292766758974,0.0,0.0,0.40781880502219775,-0.3911785742383777,0.7374054105062461,0.40572389876515974
-0.3236062755031138,-0.47104556860436375,0.33950141094050384,0.5215834924011611,0.41218108189457536,-0.04479898757763093,-0.37815308292015026,0.0,2.0,0.47659210526150103,0.42271157722538616,-0.3471427355478713,-0.2876646606841602
0.417406748047703,0.49771995259162743,-0.037591841607235624,-0.6234035671428515,-0.0879991092571927,-0.6372143037999701,-0.2800577089917175,0.0,0.0,-0.1543862127236487,-0.337841153673333,-0.4206464369022179,0.7372497375008715
-0.46330209761880325,0.49068844330035716,-0.48177516085000527,-0.6082084150931237,0.7460710239517537,0.9498205529256311,0.1902727141720547,0.0,1.0,-0.7512968223373221,0.15138019058114327,0.8325736907976302,0.640091372742718
0.1281940107107432,-0.4788935316604377,0.484297777577935,0.9879315529381795,0.19572670974807646,-0.5215599617695912,-0.21967567755134135,0.0,1.0,0.7380007651897061,0.12536058208333167,-0.8759063121393172,-0.6812165176576865
-0.19183559043012044,0.49457873795459234,-0.4956260546029669,0.6070567235741962,-0.2625237865413379,-0.7118030264242735,0.10649435761900805,0.0,2.0,-0.6639991739635613,-0.0821130467235949,-0.8230504481835937,-0.43545746661679885
0.4301653150417032,0.38832141294112316,0.17995976703862435,0.5077298167149366,-0.8627005069481855,-0.45591926813579703,-0.19864444852203383,0.0,0.0,0.06279029367320306,-0.23618615492147418,-0.4110872876036709,-0.5931578425833064
-0.48973561625801837,-0.3206650476032048,-0.4937489885292749,-0.9314699029619471,0.027119454103472773,0.9542993537668604,-0.023706614764725298,0.0,2.0,-0.21442054650723974,0.11333433109778776,1.1104957151754482,0.7060816998629132
0.20904527433241654,-0.3238435096027724,0.49670201300131056,-0.9185322952757862,0.483216149535024,0.3399508532569938,-0.17964697627700926,0.0,2.0,0.669379952928509,0.07504356384255745,0.4300476698479931,0.9763469879979615
-0.48952678432442454,-0.17532507640455636,0.26681082043808707,-0.5521822783788127,-0.14198932867351924,0.9535777575618297,0.5496271688406139,0.0,2.0,0.1682477457882041,0.5404980730241274,1.0350164886873388,0.3026673876350534
-0.4974570704379575,-0.0015599151526903244,-0.46052766547306306,0.9593787500952066,-0.1887457545343547,-0.22510147262722727,-0.37328985941672105,0.0,2.0,-0.4140995677549398,0.15905144689490847,-0.5007270229098326,-0.8438417677946204
-0.3675385400415854,0.4996453647818327,0.47656245219755616,-0.5358059476990085,0.8061852196157919,0.837935122621021,0.9990644607182795,0.0,2.0,-0.11543965479462129,0.5985864123116544,0.6928183736030613,0.617438156403261
0.4851720054578152,-0.40396453191005643,-0.4696858201296063,0.9997658449194035,0.047006553729831535,0.8172825536780338,0.08220339299171146,0.0,0.0,0.21227331817574654,-0.6910745179460639,0.38905169291798036,-1.0358107271999986
-0.38975345045612525,-0.2543534783241916,0.34003227307309514,-0.95423742363447,-0.05867032412935379,-0.8739942634563087,0.08965407337671263,0.0,1.0,0.3048917253109306,0.49239181922340874,-0.5445824960705113,1.1036852859290438
0.3637095945178965,0.4475815940692384,0.06442961162793891,-0.3299007700522588,0.3762706676326926,0.1878358329844489,0.06052593968268673,0.0,2.0,-0.07504092784651761,-0.2403770437806942,0.13607759855701743,0.4335551335382843
0.4596625984159859,-0.048142634562235956,0.09385053976555652,0.9577560538048746,-0.24455941456563945,-0.533084526212846,0.40198810033903587,0.0,1.0,0.3170270795904132,-0.3368302955308021,-0.7701420942084909,-0.7921754977179754
-0.2206590584444234,0.45441826807867564,0.2704001782009538,-0.8642493743704038,-0.8502436467696514,-0.618290250738843,-0.36284758617990254,0.0,0.0,-0.16174760006953276,0.3600090073213876,-0.14409108295414613,0.7102527827081342
0.011044306977666413,0.3785388621738003,-0.4072011239780094,0.8465615280439494,-0.9556945338870364,0.7732516077669485,-0.6672867598526238,0.0,2.0,-0.45494918052014044,-0.2102000545300049,0.639377674584671,-1.2067710850643218
0.49981246407447777,0.49590478732743426,-0.2316464695603904,-0.9960321930894477,-0.552519384535446,0.9035454614705561,-0.9811294288448462,0.0,1.0,-0.24611802784962988,-0.5131971148348577,1.22457608963257,0.5907421632661867
0.3914144005381537,0.24766343797629953,-0.4503409128551992,0.8438998159389748,-0.2532333442669175,-0.2943106524331546,0.4001380277983875,0.0,0.0,-0.25456825306734626,-0.5593862241930806,-0.5134315030994366,-0.742887690232243
-0.3269601666618944,0.25253487630752486,-0.4300293466513699,-0.021942694046564976,0.9980977744746703,-0.9993011555804624,0.6889577079644778,0.0,0.0,-0.5062918656710645,0.05052446763721392,-1.2021487113043463,0.6119308900238059
0.467511257272336,-0.4897028137972629,-0.38846693642385893,-0.8745290942563217,0.3101273349776573,-0.8760663650816088,-0.22039960800377675,0.0,1.0,0.3158566809316247,-0.637403353061627,-0.6606099622525528,1.1490908378679672
0.4725067671849246,0.3756949702497646,0.3470780734833568,-0.9924919993719833,-0.5518836850436728,0.3065586709256768,-0.5698993177994689,0.0,0.0,0.1926882773116133,-0.18049676234542503,0.6738215603492792,0.719657377062692
0.456379273609144,-0.021475308189419482,-0.3053666035162612,-0.31013506731839435,-0.3577637446234407,0.308278402339953,-0.22799405872867354,0.0,0.0,0.04470153808114182,-0.5516168751517725,0.419531199065302,0.15316027555681797
-0.1095536489086329,0.4781929518648056,-0.4558235559808548,0.5742559520282163,0.8624470789595514,0.9922014215054936,-0.10276450063723808,0.0,2.0,-0.5976677195612597,-0.129874734353077,0.4817210173632049,-0.4209159206020387
0.1703832587578876,-0.29511809373184233,0.02425242119002708,-0.265696474753444,0.7836772864886065,-0.7565848503300113,-0.2948965925546321,0.0,2.0,0.3363863641310898,-0.15036027304265726,-0.8520229200319912,0.7139476073185763
-0.06638144368649045,0.23852505755043812,0.3452766054719615,-0.834972039315921,-0.6245131963581547,-0.85381836355895,-0.3883389029539524,0.0,1.0,0.0892328869242738,0.25838477254006564,-0.42477562824241405,0.8077978496472277
-0.09596300941262043,-0.4887946735760573,-0.08156988674635687,-0.8296942725261922,-0.6236484413497214,0.8953822183454785,0.3114197694546398,0.0,1.0,0.30473870148339033,0.0006223869921768868,1.1835131735075377,0.41653176439097417
0.30067937275231643,-0.45674683310870223,0.3797573295030255,-0.9099879413632667,-0.7502759045061409,0.9967195784837769,0.4475831053080485,0.0,2.0,0.7193771767545142,-0.07428754309069927,1.3321582966332934,0.42743869656774064
-0.454107888979527,0.4544553993272602,-0.4867997016471606,-0.6282629453483155,0.7559808420695975,-0.988529932895264,1.110074811705383,1.0,2.0,-0.7263925818972228,0.1385725295936471,-0.9479287686867398,1.0902378311119023
-0.4342686117410164,0.4375566923803439,-0.4884972615812941,0.7362122861797412,0.9980113675124699,0.9702428772647773,-0.35698832315181533,0.0,2.0,-0.7087125450673188,0.11999918325881417,0.37899941634514445,-0.5217094523941377
-0.32294561529300275,-0.1881011478330188,0.3149470307666614,0.9914643561141169,-0.17375624787864372,0.8298864750843703,-0.026135035655989493,0.0,2.0,0.26805258012313354,0.4273274400862548,0.4569155100968038,-1.1017989671743453
